	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	20,412	21,238	20,964		5,285	5,524	5,217	
영업이익	889	970	816		304	333	63	
영업이익(발표기준)	889	970	816		304	333	63	
세전계속사업이익	700	806	678		282	244	23	
당기순이익	492	597	529		209	200	20	
당기순이익(지배)	355	450	338		151	127	-22	
당기순이익(비지배)	137							
자산총계	21,431	21,739	23,882		24,843	24,652	23,882	
부채총계	8,968	9,079	10,937		11,933	11,613	10,937	
자본총계	12,463	12,660	12,945		12,910	13,038	12,945	
자본총계(지배)	10,825	10,947	11,094		11,171	11,226	11,094	
자본총계(비지배)	1,540							
자본금	533	533	533		533	533	533	
영업활동현금흐름	-501	684	1,673		538	628	673	
투자활동현금흐름	-2,123	-526	-2,823		-273	-247	-267	
재무활동현금흐름	1,324	-176	1,430		-230	-110	-701	
CAPEX	735	1,403	1,396		458	328	387	
FCF	-1,236	-719	277		81	300	285	
이자발생부채	5,654	5,308	7,590		8,225	8,157	7,590	
영업이익률	4.35	4.57	3.89		5.75	6.03	1.21	
순이익률	2.41	2.81	2.52		3.95	3.62	0.38	
ROE(%)	3.31	4.13	3.07		2.43	2.71	3.07	
ROA(%)	2.34	2.77	2.32		1.86	2.09	2.32	
부채비율	71.96	71.72	84.49		92.43	89.07	84.49	
자본유보율	1,982.50	2,032.28	2,066.81		2,052.15	2,075.80	2,066.81	
EPS(원)	3,330	4,219	3,173		1,414	1,188	-203	
PER(배)	27.87	13.04	15.95		21.48	17.29	15.95	
BPS(원)	108,090	109,300	110,768		111,541	112,089	110,768	
PBR(배)	0.86	0.50	0.46		0.49	0.44	0.46	
현금DPS(원)	1,250	1,500	1,000		0	0	1,000	
현금배당수익률	1.35	2.73	1.98					
현금배당성향(%)	35.32	33.44	29.66		0.00	0.00	-464.29	
발행주식수(보통주)	10,289,803	10,289,803	10,289,803		10,289,803	10,289,803	10,289,803	
