	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	12,879	13,349	13,697	14,833	3,697	3,536	3,078	3,755
영업이익	903	502	403	692	366	-173	61	215
영업이익(발표기준)	903	502	403		366	-173	61	
세전계속사업이익	722	502	-61	537	311	-336	-42	169
당기순이익	567	342	-113	399	224	-246	-40	151
당기순이익(지배)	532	344	-36	306	233	-227	-43	
당기순이익(비지배)	35							
자산총계	17,036	17,234	19,593	20,757	18,808	19,593	19,456	
부채총계	5,949	5,972	7,752	8,607	7,452	7,752	7,837	
자본총계	11,087	11,262	11,841	12,150	11,356	11,841	11,619	
자본총계(지배)	10,402	10,596	10,487	10,707	10,720	10,487	10,275	
자본총계(비지배)	685							
자본금	584	584	584	582	584	584	584	
영업활동현금흐름	579	144	403	818	8	311	-264	
투자활동현금흐름	148	-861	-1,779	-356	-393	-775	-439	
재무활동현금흐름	482	-45	1,408	91	377	527	223	
CAPEX	295	414	1,275	349	383	276	321	
FCF	284	-270	-872	121	-375	35	-585	
이자발생부채	3,130	3,288	4,832		4,602	4,832	5,073	
영업이익률	7.01	3.76	2.94	4.67	9.89	-4.90	1.99	5.73
순이익률	4.40	2.57	-0.82	2.69	6.07	-6.96	-1.31	4.02
ROE(%)	5.24	3.28	-0.35	2.89	1.63	-0.35	-1.24	
ROA(%)	3.48	2.00	-0.61	1.98	0.57	-0.61	-1.11	
부채비율	53.65	53.03	65.47	70.83	65.63	65.47	67.45	
자본유보율	1,714.50	1,760.95	1,737.88		1,773.66	1,737.88	1,709.84	
EPS(원)	4,556	2,946	-311	2,622	1,996	-1,945	-370	
PER(배)	49.60	46.16	N/A	56.83	76.18	N/A	N/A	
BPS(원)	91,141	92,841	91,888	93,815	93,923	91,888	90,031	
PBR(배)	2.48	1.46	1.44	1.59	1.21	1.44	1.53	
현금DPS(원)	1,250	1,000	1,000	1,031	0	1,000		
현금배당수익률	0.55	0.74	0.75	0.69				
현금배당성향(%)	26.79	33.15	-313.76	39.33	0.00	-50.22		
발행주식수(보통주)	11,686,538	11,686,538	11,686,538		11,686,538	11,686,538	11,686,538	
